FCN,Offense,Analyst,Sufficiency,Anatomical source,AFIS system,AFIS Result,Verified by
,,,AQ,IMP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
FCN: 2018-03279,Burglary Habitation,Starla,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-03281,Burglary Motor Vehicle (Contents/Not-Part),Brenda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03286,Burglary Habitation,Starla,NV,,,,
,,,NV,,,,
FCN: 2018-03294,Burglary Habitation,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03343,Aggravated Robbery (Deadly Weapon),Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
FCN: 2018-03344,Burglary Building,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
,,,NV,,,,
FCN: 2018-03350,Harassment - By Other Means (T),Stacie,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
FCN: 2018-03356,Burglary Building,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03357,Aggravated Assault (Impede Breath/Strangu),Brenda,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,PP,NEC,No Hit,
,,,,PP,NGI,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,PP,NEC,No Hit,
,,,,PP,NGI,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,PP,NEC,No Hit,
,,,,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03547,Burglary Habitation,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03559,Burglary,Becky,NV,,,,
FCN: 2018-03608,Burglary Motor Vehicle (Contents/Not-Part),Jeniffer,NV,,,,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-03610,Burglary Motor Vehicle (Contents/Not-Part),Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03615,Criminal Mischief (Auto) > $1500 Loss,Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03619,Burglary,Becky,NV,,,,
,,,NV,,,,
FCN: 2018-03627,Burglary Habitation,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03628,Aggravated Assault (Serious Bodily Injury),Stacie,NV,,,,
FCN: 2018-03642,Burglary Habitation,Gail,NV,,,,
FCN: 2018-03659,Aggravated Robbery (Deadly Weapon),Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
FCN: 2018-03660,Burglary Building,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03661,Burglary Habitation,Gail,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,Gail,,,,,
FCN: 2018-03662,Auto Theft (Auto/Car not Truck),Jeniffer,NV,,,,
FCN: 2018-03663,Aggravated Robbery (Deadly Weapon),Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NRD,,,,
FCN: 2018-03666,Aggravated Robbery (Deadly Weapon),Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03668,Auto Theft (Truck/Van),Jeniffer,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03679,Burglary Motor Vehicle (Part of Vehicle),Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-03680,Burglary Habitation,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03690,Investigation For Fraud,Jeniffer,AQ,IMP,MorphoTrack,No Hit,
,,,,,MorphoTrack,No Hit,
,,,,,,,
FCN: 2018-03693,Aggravated Robbery (Deadly Weapon),Starla,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,PAA,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03697,Intoxication Manslaughter (Traffic),Brenda,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,,FP,NEC,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,,
,,,,FP,NEC,No Hit,
,,Brenda,,,,,
,,Brenda,AQ,FP,NGI,PAA,
FCN: 2018-03698,Aggravated Robbery (Deadly Weapon),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,Jeniffer,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,,,
FCN: 2018-03700,Aggravated Robbery (Deadly Weapon),Becky,NRD,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,Becky,,,,,
FCN: 2018-03701,Auto Theft (Auto/Car not Truck),Becky,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,Becky,AQ,FP,NEC,No Hit,
,,,,,NGI,No Hit,
FCN: 2018-03706,Burglary Habitation,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03707,Auto Theft (Auto/Car not Truck),Becky,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
FCN: 2018-03709,Investigation - Burglary/Theft Propr,Becky,NV,,,,
FCN: 2018-03733,Burglary Building,Becky,NV,,,,
FCN: 2018-03734,Burglary Building,Starla,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-03735,Burglary Habitation,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03740,Burglary Building,Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2018-03741,Burglary Habitation,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03742,Burglary Building,Starla,NV,,,,
,,,NV,,,,
FCN: 2018-03772,Investigation For Fraud,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-03777,Burglary Habitation,Cassaundra,NV,,,,
FCN: 2018-03780,Burglary Habitation,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-03781,Burglary Building,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-03788,Harassment - By Other Means (T),Becky,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,Becky,NV,,,,
FCN: 2018-03792,Burglary Building,David,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03793,Burglary Habitation,Gail,NV,,,,
FCN: 2018-03795,Assault - Class A/C by Bodily Force,Adam,NV,,,,
,,,NV,,,,
FCN: 2018-03820,Theft From Auto (Accessories) (Burglary),Becky,NV,,,,
,,,NV,,,,
FCN: 2018-03928,Burglary Motor Vehicle (Contents/Not-Part),Becky,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-03938,Aggravated Assault (Deadly Weapon),David,NV,,,,
FCN: 2018-03939,Investigation Homicide,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03941,Burglary Habitation,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-03974,Capital Murder,Adam,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-03976,Aggravated Robbery (Deadly Weapon),Cassaundra,NV,,,,
,,,NV,,,,
FCN: 2018-04013,Burglary Building,David,NRD,,,,
,,,,PP,,,
,,,NRD,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NRD,,,,
,,,,PP,,,
,,,NRD,,,,
,,,,PP,,,
,,David,,,,,
FCN: 2018-04015,Burglary Motor Vehicle (Contents/Not-Part),Becky,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-04016,Burglary Motor Vehicle (Contents/Not-Part),Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-04018,Aggravated Assault (Deadly Weapon),Maranda,NRD,,,,
,,,NRD,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NRD,,,,
,,Maranda,,,,,
FCN: 2018-04022,Burglary Motor Vehicle (Contents/Not-Part),Becky,NV,,,,
FCN: 2018-04036,Aggravated Robbery (Deadly Weapon),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-04037,Theft From Auto (Accessories) (Burglary),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-04052,Aggravated Robbery (Deadly Weapon),Adam,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NRD,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,NRD,,,,
FCN: 2018-04053,Burglary Motor Vehicle (Contents/Not-Part),Becky,NV,,,,
,,,,,,,
,,,AQ,,MorphoTrack,No Hit,
FCN: 2018-04054,Burglary Habitation,Jeniffer,NV,,,,
FCN: 2018-04058,Criminal Mischief (Auto) > $1500 Loss,Gail,NV,,,,
,,,NV,,,,
FCN: 2018-04059,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-04060,Aggravated Robbery (Deadly Weapon),Cassaundra,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
FCN: 2018-04061,Aggravated Robbery (Deadly Weapon),Adam,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2018-04062,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,NV,,,,
FCN: 2018-04066,Burglary Habitation,Stacie,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NAQ,PP,,,
FCN: 2018-04067,Burglary Habitation,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-04077,Aggravated Robbery (Deadly Weapon),Cassaundra,NV,,,,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,NEC,PAA,
,,,AQ,FP,NEC,PAA,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,AQ,FP,NEC,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,NEC,PAA,
,,,AQ,FP,NEC,PAA,
,,,NV,,,,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,Cassaundra,,,,,
FCN: 2018-04078,Criminal Mischief (Auto) > $1500 Loss,Gail,NV,,,,
,,,NV,,,,
FCN: 2018-04082,Aggravated Robbery (Deadly Weapon),Starla,NV,,,,
FCN: 2018-04085,Aggravated Assault (S.B.Inj - FAMILY VIOL),Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-04087,Aggravated Robbery (Deadly Weapon),Cassaundra,NV,,,,
,,,AQ,FP,NEC,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,NEC,PAA,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,PAA,
FCN: 2018-04109,Burglary Motor Vehicle (Part of Vehicle),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-04126,Aggravated Assault (Deadly Weapon),Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
FCN: 2018-04162,Theft From Auto (Accessories) (Burglary),Gail,NV,,,,
FCN: 2018-04163,Burglary Habitation,Gail,NV,,,,
,,,NV,,,,
FCN: 2018-04208,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-04213,Robbery,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,AQ,FP,,,
,,,NV,,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,AQ,FP,,,
,,,NAQ,FP,,,
,,,AQ,FP,,,
FCN: 2018-04215,Aggravated Robbery (Deadly Weapon),Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,JNT,NEC,No Hit,
,,,AQ,JNT,NGI,No Hit,
,,,NV,,,,
FCN: 2018-04217,Burglary Motor Vehicle (Contents/Not-Part),Jeniffer,NV,,,,
,,,NV,,,,
FCN: 2018-04218,Burglary Habitation,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-04251,Burglary Habitation,Jeniffer,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-04262,Burglary Motor Vehicle (Contents/Not-Part),Jeniffer,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,Jeniffer,,FP,MorphoTrack,Reverse,
FCN: 2018-04264,Aggravated Robbery (Serious Bodily Injury),DJ,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-04266,Bomb Threat,Vickie,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,,,,,
,,,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,,,,,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
,,,,,,,
,,,AQ,FP,MorphoTrack,No Hit,
